id_tarjeta,tipo,contactless,marca,fecha_expiracion,estado,numero
TAR104,Débito,false,MasterCard,2028-06-01,Activa,9583-5341-9822-2323
TAR105,Débito,false,MasterCard,2028-12-01,Bloqueada,3858-7831-2821-9641
TAR106,Débito,true,AmericanExpress,2025-09-01,Activa,5644-3695-3239-6467
TAR107,Crédito,false,MasterCard,2028-12-01,Activa,3001-4936-1251-2594
TAR108,Crédito,false,Visa,2027-07-01,Activa,5827-8731-9882-6067
TAR109,Débito,true,Visa,2026-03-01,Activa,5652-8339-8839-4600
TAR110,Débito,false,MasterCard,2029-03-01,Activa,5854-6324-4916-1943
TAR111,Crédito,true,MasterCard,2025-12-01,Activa,7015-5803-7986-3208
TAR112,Débito,false,MasterCard,2026-12-01,Activa,9179-1671-8097-7431
TAR113,Débito,false,MasterCard,2029-08-01,Activa,9210-1107-3085-8503
TAR114,Débito,false,Visa,2028-11-01,Activa,5624-5512-3554-5106
TAR115,Crédito,false,AmericanExpress,2028-06-01,Activa,3959-1830-7831-1762
TAR116,Crédito,false,Visa,2025-04-01,Activa,1535-3208-6228-5668
TAR117,Crédito,false,AmericanExpress,2027-04-01,Activa,8732-3186-3728-6798
TAR118,Crédito,true,MasterCard,2029-05-01,Activa,1829-3915-5374-2757
TAR119,Débito,false,Visa,2028-11-01,Activa,7808-5802-2890-8130
TAR120,Crédito,true,MasterCard,2028-12-01,Activa,6707-6813-1409-5119
TAR121,Crédito,true,AmericanExpress,2029-02-01,Activa,7482-6534-3011-8587
TAR122,Débito,true,Visa,2028-12-01,Activa,4097-7866-2420-7835
TAR123,Débito,true,Visa,2028-04-01,Activa,7499-4717-1739-7370
TAR124,Crédito,true,MasterCard,2025-12-01,Activa,8903-8897-5943-5922
TAR125,Débito,true,AmericanExpress,2028-09-01,Activa,1323-7039-3695-5352
TAR126,Crédito,true,AmericanExpress,2027-05-01,Activa,8845-5364-7165-5289
TAR127,Crédito,true,Visa,2029-03-01,Activa,6329-7442-6209-8553
TAR128,Débito,false,AmericanExpress,2026-02-01,Activa,6717-1527-9271-3337
TAR129,Crédito,true,AmericanExpress,2028-10-01,Activa,9417-9831-6107-5624
TAR130,Débito,true,Visa,2029-03-01,Activa,2652-5613-4355-9933
TAR131,Crédito,true,Visa,2027-12-01,Activa,2343-4540-5103-4248
TAR132,Débito,true,Visa,2029-02-01,Activa,1123-4942-6002-8677
TAR133,Débito,false,Visa,2027-03-01,Activa,2515-2922-8804-2604
TAR134,Débito,true,Visa,2029-08-01,Activa,8419-8151-2967-5517
TAR135,Crédito,false,Visa,2028-12-01,Activa,5362-8955-8667-7001
TAR136,Crédito,true,Visa,2025-04-01,Activa,4619-8659-8390-8649
TAR137,Crédito,false,AmericanExpress,2025-11-01,Activa,9539-4845-2522-4396
TAR138,Crédito,false,MasterCard,2027-04-01,Activa,2685-5996-6014-7208
TAR139,Débito,true,MasterCard,2028-01-01,Activa,6701-4046-5325-5326
TAR140,Crédito,false,AmericanExpress,2028-07-01,Bloqueada,6571-6302-8067-7850
TAR141,Crédito,true,Visa,2028-10-01,Activa,2755-5819-2406-9542
TAR142,Débito,true,Visa,2029-05-01,Activa,3562-5805-3610-2909
TAR143,Débito,false,Visa,2025-08-01,Activa,6459-9362-1526-5956
TAR144,Crédito,false,MasterCard,2029-11-01,Activa,4947-2962-3545-3619
TAR145,Crédito,true,Visa,2027-12-01,Activa,3226-8963-3806-8887
TAR146,Crédito,true,Visa,2029-09-01,Activa,1015-1063-4022-4296
TAR147,Crédito,false,AmericanExpress,2028-11-01,Activa,9139-6334-9550-8935
TAR148,Crédito,false,AmericanExpress,2025-08-01,Activa,9117-1633-8473-4165
TAR149,Crédito,true,MasterCard,2025-02-01,Activa,7323-3946-3004-5574
TAR150,Débito,false,MasterCard,2028-11-01,Activa,6676-2438-8377-4568
TAR151,Débito,true,AmericanExpress,2025-01-01,Activa,2297-6487-6616-1822
TAR152,Crédito,true,MasterCard,2027-06-01,Activa,7395-7371-4839-1428
TAR153,Débito,false,Visa,2028-08-01,Activa,2461-3366-6614-9775
TAR154,Crédito,true,AmericanExpress,2028-02-01,Activa,4877-5261-3334-9124
TAR155,Crédito,true,AmericanExpress,2026-09-01,Activa,8058-3378-5616-5415
TAR156,Crédito,false,AmericanExpress,2026-08-01,Activa,3441-1770-3455-5698
TAR157,Débito,false,Visa,2027-10-01,Activa,1589-6515-3872-6165
TAR158,Crédito,false,AmericanExpress,2028-08-01,Activa,4252-9410-2949-3582
TAR159,Crédito,false,Visa,2026-04-01,Activa,3664-3923-4247-6063
TAR160,Crédito,true,MasterCard,2027-07-01,Bloqueada,1692-8621-8143-4279
TAR161,Débito,false,AmericanExpress,2026-07-01,Activa,3203-3003-5863-8016
TAR162,Débito,false,MasterCard,2026-04-01,Activa,5474-5525-3749-6668
TAR163,Crédito,false,MasterCard,2029-12-01,Activa,1765-3599-9873-8564
TAR164,Débito,false,Visa,2025-12-01,Activa,6179-2745-1681-5459
TAR165,Débito,true,AmericanExpress,2025-04-01,Activa,5153-4520-8461-8169
TAR166,Crédito,true,AmericanExpress,2025-03-01,Activa,2901-3502-9620-2492
TAR167,Crédito,false,AmericanExpress,2028-10-01,Activa,4698-9466-8201-7668
TAR168,Crédito,false,MasterCard,2029-12-01,Activa,8925-2177-7313-6245
TAR169,Débito,true,Visa,2027-02-01,Activa,8727-2903-7985-5329
TAR170,Crédito,false,MasterCard,2026-01-01,Activa,7842-4990-1116-6406
TAR171,Crédito,true,Visa,2025-07-01,Activa,2030-1878-8622-4176
TAR172,Crédito,false,MasterCard,2027-06-01,Activa,7039-8022-2589-4846
TAR173,Crédito,true,MasterCard,2028-06-01,Activa,5852-5542-9514-1627
TAR174,Crédito,false,AmericanExpress,2027-02-01,Activa,2827-5321-5449-9775
TAR175,Crédito,false,AmericanExpress,2026-02-01,Activa,1523-1563-4426-7607
TAR176,Crédito,true,Visa,2026-09-01,Activa,5169-3754-7626-6437
TAR177,Débito,true,Visa,2029-10-01,Activa,5610-9775-7462-1348
TAR178,Débito,true,Visa,2026-10-01,Activa,7346-4152-2903-7576
TAR179,Crédito,false,MasterCard,2027-02-01,Activa,8710-3032-5095-3008
TAR180,Débito,false,MasterCard,2028-04-01,Activa,5129-5494-6294-7607
TAR181,Crédito,true,Visa,2029-01-01,Activa,4642-1633-9753-7442
TAR182,Crédito,false,AmericanExpress,2027-03-01,Activa,2821-5639-2380-4352
TAR183,Crédito,true,AmericanExpress,2028-03-01,Activa,7631-4188-7863-2796
TAR184,Débito,true,Visa,2028-11-01,Activa,9181-9139-5901-1036
TAR185,Crédito,true,MasterCard,2028-08-01,Bloqueada,7147-6815-4138-7368
TAR186,Débito,true,Visa,2026-09-01,Activa,3758-3975-5921-4034
TAR187,Débito,false,Visa,2028-06-01,Activa,4371-9489-6783-9360
TAR188,Débito,true,Visa,2025-02-01,Activa,3309-1438-7844-5969
TAR189,Débito,true,MasterCard,2025-09-01,Activa,4762-3054-3673-1874
TAR190,Crédito,false,MasterCard,2026-02-01,Activa,8331-6362-4521-2506
TAR191,Crédito,true,AmericanExpress,2026-09-01,Bloqueada,4941-8615-5351-8167
TAR192,Crédito,true,AmericanExpress,2027-08-01,Activa,8846-4704-2097-3030
TAR193,Débito,true,AmericanExpress,2026-08-01,Activa,3741-9866-6104-7879
TAR194,Crédito,true,MasterCard,2027-03-01,Activa,3576-8807-3379-9737
TAR195,Crédito,true,MasterCard,2025-01-01,Activa,5700-9787-3160-3816
TAR196,Crédito,true,Visa,2025-04-01,Activa,6408-2219-9206-5493
TAR197,Débito,false,MasterCard,2027-01-01,Activa,7325-8891-2427-9735
TAR198,Crédito,true,AmericanExpress,2026-08-01,Activa,4791-6866-4416-3440
TAR199,Crédito,false,MasterCard,2025-12-01,Activa,2571-2826-5541-8713
TAR200,Crédito,false,MasterCard,2025-05-01,Activa,3188-3924-2330-1389
TAR201,Débito,true,AmericanExpress,2029-11-01,Activa,8238-5303-8773-6246
TAR202,Débito,true,Visa,2029-11-01,Activa,5160-3501-4904-5407
TAR203,Débito,false,Visa,2029-06-01,Activa,6946-1228-3249-8349
TAR204,Débito,false,MasterCard,2028-09-01,Activa,7902-9043-9154-4486
TAR205,Crédito,true,MasterCard,2025-11-01,Activa,8241-9015-2723-9412
TAR206,Crédito,true,MasterCard,2028-04-01,Activa,4915-3066-2694-7050
TAR207,Débito,false,MasterCard,2025-04-01,Activa,9780-7569-6572-6873
TAR208,Crédito,false,Visa,2026-10-01,Activa,8913-9801-6712-4508
TAR209,Débito,false,MasterCard,2027-11-01,Activa,8531-7927-7766-4444
TAR210,Crédito,false,MasterCard,2026-12-01,Activa,2528-1346-9647-6230
TAR211,Crédito,false,AmericanExpress,2028-06-01,Activa,1529-1600-3667-7885
TAR212,Débito,true,AmericanExpress,2029-06-01,Activa,3714-3584-7119-4626
TAR213,Débito,false,Visa,2027-06-01,Activa,4188-1185-8852-8152
TAR214,Crédito,true,MasterCard,2026-02-01,Activa,2277-7547-1918-4147
TAR215,Crédito,false,Visa,2027-07-01,Activa,7932-9094-1252-7525
TAR216,Débito,true,AmericanExpress,2028-05-01,Activa,3286-7937-3052-9928
TAR217,Débito,true,AmericanExpress,2025-04-01,Activa,8482-2826-3574-4606
TAR218,Crédito,false,MasterCard,2029-03-01,Activa,5431-5823-2382-4543
TAR219,Crédito,true,Visa,2026-05-01,Activa,3932-8165-5571-3168
TAR220,Crédito,false,MasterCard,2029-10-01,Activa,6743-3342-3131-1072
TAR221,Débito,true,MasterCard,2027-02-01,Activa,3350-1155-9021-9147
TAR222,Débito,false,AmericanExpress,2025-09-01,Activa,8129-6359-4502-9144
TAR223,Débito,true,Visa,2027-04-01,Activa,6601-3334-6042-3680
TAR224,Débito,true,MasterCard,2029-09-01,Bloqueada,7936-7636-5913-9213
TAR225,Débito,false,Visa,2027-10-01,Activa,5332-3191-8242-2519
TAR226,Crédito,false,Visa,2025-05-01,Activa,3992-1775-2927-9538
TAR227,Crédito,true,AmericanExpress,2027-09-01,Activa,5640-1537-3759-7148
TAR228,Débito,true,Visa,2026-04-01,Activa,8695-4446-1447-1763
TAR229,Débito,false,Visa,2029-09-01,Activa,8437-3580-3009-5078
TAR230,Débito,false,AmericanExpress,2028-05-01,Activa,2790-4762-1189-5228
TAR231,Crédito,true,Visa,2027-07-01,Activa,9681-4226-7475-6962
TAR232,Débito,true,Visa,2025-07-01,Activa,2606-3077-5499-4231
TAR233,Débito,false,MasterCard,2026-09-01,Activa,3922-4817-6299-3076
TAR234,Crédito,true,MasterCard,2025-11-01,Activa,2480-4641-7641-8696
TAR235,Crédito,true,MasterCard,2028-05-01,Activa,6107-6106-8215-9648
TAR236,Crédito,false,AmericanExpress,2026-02-01,Activa,8653-5255-7611-2281
TAR237,Crédito,false,Visa,2028-05-01,Activa,6217-6619-1494-3040
TAR238,Crédito,false,MasterCard,2027-03-01,Activa,2305-9026-7963-2827
TAR239,Débito,false,AmericanExpress,2028-03-01,Activa,3669-2710-6039-1412
TAR240,Débito,true,Visa,2029-09-01,Bloqueada,5019-1682-6303-1762
TAR241,Débito,true,AmericanExpress,2025-11-01,Activa,7178-7978-5046-1164
TAR242,Débito,false,MasterCard,2029-05-01,Activa,8994-9206-8596-3037
TAR243,Débito,true,MasterCard,2027-12-01,Activa,7724-1982-2585-6166
TAR244,Débito,false,AmericanExpress,2025-11-01,Activa,9751-4836-8405-6617
TAR245,Crédito,true,MasterCard,2028-01-01,Activa,9909-2590-7547-8321
TAR246,Crédito,true,Visa,2026-04-01,Activa,6614-1568-1312-4747
TAR247,Débito,false,Visa,2029-11-01,Activa,2361-6852-4147-3437
TAR248,Crédito,false,Visa,2026-06-01,Activa,6378-7442-7142-1029
TAR249,Débito,false,AmericanExpress,2029-06-01,Activa,7856-3998-1400-5545
TAR250,Crédito,false,MasterCard,2026-07-01,Activa,2543-9337-6603-4907
TAR251,Crédito,false,Visa,2027-10-01,Activa,3786-8372-5750-1022
TAR252,Crédito,false,AmericanExpress,2026-11-01,Activa,6703-9017-4867-5354
TAR253,Crédito,true,Visa,2027-02-01,Activa,5520-7967-7890-8719
TAR254,Débito,true,Visa,2028-04-01,Activa,3635-6211-7799-1397
TAR255,Débito,false,AmericanExpress,2027-08-01,Activa,3011-5087-7596-7820
TAR256,Crédito,true,Visa,2027-11-01,Activa,1459-4616-8100-7664
TAR257,Débito,true,AmericanExpress,2025-02-01,Activa,6971-8844-5014-4273
TAR258,Crédito,false,Visa,2027-01-01,Activa,6281-5759-6231-8672
TAR259,Crédito,false,Visa,2025-08-01,Activa,5245-1241-4417-4790
TAR260,Crédito,false,AmericanExpress,2025-07-01,Activa,6171-5026-4115-4034
TAR261,Crédito,true,AmericanExpress,2026-04-01,Activa,2982-2790-5497-8760
TAR262,Crédito,true,MasterCard,2029-03-01,Activa,1620-7121-3294-6561
TAR263,Débito,false,Visa,2027-01-01,Activa,5438-2256-4761-8115
TAR264,Crédito,false,MasterCard,2027-04-01,Activa,4689-4699-4775-9915
TAR265,Crédito,false,AmericanExpress,2028-06-01,Activa,6072-5082-9973-7426
TAR266,Crédito,false,AmericanExpress,2026-08-01,Activa,4802-4010-8387-3953
TAR267,Crédito,true,Visa,2029-08-01,Activa,8434-9526-4364-9684
TAR268,Crédito,false,Visa,2029-03-01,Activa,7600-1955-7739-6595
TAR269,Crédito,true,MasterCard,2026-01-01,Activa,8975-7140-8435-2748
TAR270,Crédito,true,MasterCard,2027-10-01,Activa,1360-1041-5607-7261
TAR271,Débito,false,MasterCard,2025-10-01,Activa,5367-1811-7554-2670
TAR272,Crédito,false,AmericanExpress,2026-04-01,Activa,5239-8681-2857-4551
TAR273,Débito,true,AmericanExpress,2028-07-01,Activa,9484-3660-7086-1181
TAR274,Crédito,false,MasterCard,2025-09-01,Activa,1290-6281-4776-4583
TAR275,Crédito,true,Visa,2026-05-01,Activa,7409-9526-7580-2351
TAR276,Crédito,false,AmericanExpress,2026-04-01,Activa,9732-9141-2788-5584
TAR277,Débito,true,Visa,2027-07-01,Activa,5683-8509-8021-1480
TAR278,Débito,false,MasterCard,2026-01-01,Activa,3246-1675-4499-3611
TAR279,Crédito,true,Visa,2027-04-01,Activa,4545-9539-2445-8269
TAR280,Débito,false,MasterCard,2029-08-01,Activa,2876-9050-9369-7024
TAR281,Débito,true,MasterCard,2027-01-01,Activa,9916-7105-4719-5844
TAR282,Débito,false,MasterCard,2029-10-01,Activa,2519-3241-3032-5900
TAR283,Crédito,true,MasterCard,2025-04-01,Activa,2370-9815-6849-5035
TAR284,Crédito,true,MasterCard,2029-04-01,Activa,7571-7447-8236-9556
TAR285,Débito,false,Visa,2025-07-01,Activa,7568-8897-6750-1135
TAR286,Crédito,true,AmericanExpress,2026-08-01,Bloqueada,8876-1697-3608-2814
TAR287,Débito,false,Visa,2028-05-01,Bloqueada,2137-7665-2011-5138
TAR288,Débito,true,Visa,2025-03-01,Activa,3401-2463-5564-2263
TAR289,Débito,true,AmericanExpress,2029-02-01,Activa,2463-7435-5547-5519
TAR290,Crédito,false,AmericanExpress,2025-11-01,Activa,1388-8945-7439-8578
TAR291,Crédito,true,MasterCard,2029-09-01,Activa,2985-6735-7826-4495
TAR292,Débito,false,AmericanExpress,2028-12-01,Activa,4051-4903-6946-2486
TAR293,Crédito,false,MasterCard,2029-07-01,Activa,5738-2057-6290-9152
TAR294,Crédito,true,Visa,2029-04-01,Activa,4347-8416-4758-9001
TAR295,Débito,false,AmericanExpress,2025-09-01,Bloqueada,6879-7210-3856-9817
TAR296,Crédito,false,Visa,2025-09-01,Activa,3596-2585-3460-7050
TAR297,Débito,false,MasterCard,2028-01-01,Activa,6432-6391-1557-5767
TAR298,Crédito,true,AmericanExpress,2025-01-01,Activa,8544-9536-2435-5739
TAR299,Crédito,false,AmericanExpress,2027-12-01,Activa,3517-7129-7164-9907
TAR300,Débito,true,AmericanExpress,2025-02-01,Activa,2396-7823-6472-5559
TAR301,Débito,false,AmericanExpress,2028-09-01,Activa,3398-1561-5797-1446
TAR302,Débito,false,Visa,2025-04-01,Activa,1338-4309-7169-8623
TAR303,Crédito,true,Visa,2026-03-01,Activa,6896-9454-1360-5066
TAR304,Crédito,true,AmericanExpress,2028-01-01,Activa,1415-6160-4861-9419
TAR305,Débito,true,Visa,2027-08-01,Activa,2326-8322-2119-8841
TAR306,Débito,false,Visa,2028-02-01,Activa,3545-2517-9637-2535
TAR307,Crédito,true,AmericanExpress,2025-03-01,Activa,1966-3675-3444-1736
TAR308,Débito,true,AmericanExpress,2025-11-01,Bloqueada,6081-3741-2735-1587
TAR309,Débito,false,MasterCard,2027-05-01,Activa,8518-1082-5634-6524
TAR310,Débito,false,AmericanExpress,2026-04-01,Activa,6851-8255-7318-3543
TAR311,Crédito,true,MasterCard,2028-12-01,Activa,7563-8677-1669-9297
TAR312,Crédito,false,Visa,2025-01-01,Activa,1853-9965-9874-5111
TAR313,Crédito,true,AmericanExpress,2025-08-01,Activa,3577-1732-5545-9942
TAR314,Crédito,true,AmericanExpress,2025-11-01,Activa,9063-7592-3844-1511
TAR315,Débito,true,MasterCard,2029-12-01,Activa,4849-1740-2091-1341
TAR316,Débito,false,Visa,2026-10-01,Activa,2917-5802-2126-9484
TAR317,Crédito,true,AmericanExpress,2028-06-01,Activa,6273-2295-1614-9528
TAR318,Crédito,true,MasterCard,2029-04-01,Activa,4549-4243-1193-7554
TAR319,Crédito,false,AmericanExpress,2028-01-01,Bloqueada,3083-5814-3599-7036
TAR320,Crédito,true,Visa,2026-11-01,Activa,9611-9475-3685-3117
TAR321,Débito,true,MasterCard,2025-05-01,Activa,5335-8597-5995-1676
TAR322,Crédito,false,Visa,2025-12-01,Activa,8112-7866-5289-2488
TAR323,Débito,false,MasterCard,2028-02-01,Activa,2431-4678-8947-2243
TAR324,Crédito,false,Visa,2029-11-01,Activa,5892-2188-1429-2055
TAR325,Crédito,false,AmericanExpress,2026-01-01,Activa,8582-6119-3780-8506
TAR326,Débito,false,MasterCard,2026-12-01,Bloqueada,6149-4252-4712-1638
TAR327,Crédito,true,MasterCard,2028-07-01,Activa,8334-4741-1390-2805
TAR328,Crédito,true,MasterCard,2026-12-01,Activa,9360-6386-5614-4438
TAR329,Débito,true,MasterCard,2029-09-01,Activa,2220-1056-6289-5822
TAR330,Débito,false,AmericanExpress,2029-02-01,Activa,8665-6143-6141-5044
TAR331,Débito,false,AmericanExpress,2028-08-01,Activa,2404-5370-8130-1778
TAR332,Débito,true,MasterCard,2026-12-01,Activa,7464-8127-5492-9405
TAR333,Débito,true,MasterCard,2029-12-01,Activa,3314-5604-5374-7046
TAR334,Crédito,true,AmericanExpress,2026-11-01,Activa,1846-5706-4212-1888
TAR335,Crédito,false,AmericanExpress,2025-07-01,Activa,5348-7024-9369-8127
TAR336,Débito,false,MasterCard,2026-10-01,Activa,5322-9762-2946-6279
TAR337,Crédito,true,Visa,2025-10-01,Activa,7619-3738-3225-9310
TAR338,Crédito,true,MasterCard,2025-05-01,Activa,2697-6276-8404-8278
TAR339,Débito,false,MasterCard,2027-12-01,Activa,3712-8167-4196-7068
TAR340,Crédito,false,Visa,2026-01-01,Activa,9858-2656-5121-8175
TAR341,Crédito,false,MasterCard,2027-06-01,Activa,6234-4853-8282-7622
TAR342,Débito,true,MasterCard,2027-04-01,Activa,2904-9688-9409-8724
